id,sum,term,payment,guarantees,reason,credits,other_credits,credit_report,marital_status,age,employment,qualification,immigrant,residence_since,accommodation,estate,savings,dependents,phone,status,bankruptcy
550,996,12,4,none,repairs,2,none,critical account or other credits existing(not at this bank),female divorced or separated or married,23,4 to 7 y.,skilled employee,yes,4,own,real estate,unknown or no savings account,1,none,no checking account,0
551,1750,6,2,none,television or radio,1,bank,all credits at this bank paid back duly,male single,45,7+ y.,unskilled resident,yes,4,own,building society savings agreement or life insurance,500 to 1000 cu,2,none,no checking account,0
552,6999,48,1,guarantor,television or radio,2,none,existing credits paid back duly till now,male married or widowed,34,4 to 7 y.,skilled employee,yes,1,own,real estate,less-than 100 cu,1,yes,less-than 0 cu,1
553,1995,12,4,none,new car,1,none,critical account or other credits existing(not at this bank),male single,27,less-than 1 y.,skilled employee,yes,1,own,car or other,100 to 500 cu,1,none,0 to 200 cu,0
554,1199,9,4,none,education,2,none,existing credits paid back duly till now,female divorced or separated or married,67,4 to 7 y.,management or self-employed or highly qualified employee,yes,4,own,building society savings agreement or life insurance,less-than 100 cu,1,yes,0 to 200 cu,0
555,1331,12,2,none,television or radio,1,stores,existing credits paid back duly till now,male single,22,less-than 1 y.,skilled employee,yes,1,own,car or other,less-than 100 cu,1,none,0 to 200 cu,1
556,2278,18,3,none,new car,2,none,no credits or all paid,female divorced or separated or married,28,less-than 1 y.,skilled employee,yes,3,own,car or other,100 to 500 cu,1,none,0 to 200 cu,1
557,5003,21,1,none,new car,2,bank,no credits or all paid,female divorced or separated or married,29,1 to 4 y.,skilled employee,yes,4,own,building society savings agreement or life insurance,unknown or no savings account,1,yes,no checking account,1
558,3552,24,3,none,furniture or equipment,1,bank,all credits at this bank paid back duly,male single,27,4 to 7 y.,skilled employee,yes,4,own,car or other,less-than 100 cu,1,none,less-than 0 cu,1
559,1928,18,2,none,furniture or equipment,2,none,critical account or other credits existing(not at this bank),male single,31,less-than 1 y.,unskilled resident,yes,2,own,real estate,less-than 100 cu,1,none,0 to 200 cu,1
560,2964,24,4,none,used car,1,bank,existing credits paid back duly till now,male single,49,7+ y.,skilled employee,yes,4,for free,unknown or no property,unknown or no savings account,2,yes,less-than 0 cu,0
561,1546,24,4,guarantor,television or radio,1,bank,all credits at this bank paid back duly,male single,24,4 to 7 y.,unskilled resident,yes,4,rent,car or other,less-than 100 cu,1,none,less-than 0 cu,1
562,683,6,2,none,television or radio,1,bank,delay in paying off in the past,female divorced or separated or married,29,less-than 1 y.,skilled employee,yes,1,own,building society savings agreement or life insurance,less-than 100 cu,1,none,greater-than 200 cu or salary assignments for at least 1 year,0
563,12389,36,1,none,new car,1,none,existing credits paid back duly till now,male single,37,1 to 4 y.,skilled employee,yes,4,for free,unknown or no property,unknown or no savings account,1,yes,0 to 200 cu,1
564,4712,24,4,none,business,2,bank,delay in paying off in the past,male single,37,1 to 4 y.,management or self-employed or highly qualified employee,yes,2,own,building society savings agreement or life insurance,unknown or no savings account,1,yes,0 to 200 cu,0
565,1553,24,3,none,television or radio,2,none,delay in paying off in the past,female divorced or separated or married,23,4 to 7 y.,skilled employee,yes,2,rent,building society savings agreement or life insurance,100 to 500 cu,1,yes,0 to 200 cu,0
566,1372,12,2,none,new car,1,none,existing credits paid back duly till now,male divorced or separated,36,4 to 7 y.,skilled employee,yes,3,own,car or other,less-than 100 cu,1,none,less-than 0 cu,1
567,2578,24,2,none,television or radio,1,none,critical account or other credits existing(not at this bank),male single,34,7+ y.,skilled employee,yes,2,own,car or other,greater-than 1000 cu,1,none,no checking account,0
568,3979,48,4,none,television or radio,2,none,existing credits paid back duly till now,male single,41,4 to 7 y.,skilled employee,yes,1,own,car or other,unknown or no savings account,2,yes,0 to 200 cu,0
569,6758,48,3,none,television or radio,1,none,existing credits paid back duly till now,female divorced or separated or married,31,1 to 4 y.,skilled employee,yes,2,own,car or other,less-than 100 cu,1,yes,less-than 0 cu,1
570,3234,24,4,none,furniture or equipment,1,none,existing credits paid back duly till now,female divorced or separated or married,23,less-than 1 y.,unskilled resident,yes,4,rent,real estate,less-than 100 cu,1,yes,less-than 0 cu,1
571,5954,30,3,co-applicant,television or radio,1,none,critical account or other credits existing(not at this bank),male single,38,4 to 7 y.,skilled employee,yes,2,own,car or other,less-than 100 cu,1,none,no checking account,0
572,5433,24,2,none,used car,1,none,existing credits paid back duly till now,female divorced or separated or married,26,unemployed,management or self-employed or highly qualified employee,yes,4,rent,building society savings agreement or life insurance,unknown or no savings account,1,yes,no checking account,0
573,806,15,4,none,business,1,none,existing credits paid back duly till now,female divorced or separated or married,22,1 to 4 y.,unskilled resident,yes,4,own,building society savings agreement or life insurance,less-than 100 cu,1,none,less-than 0 cu,0
574,1082,9,4,none,television or radio,2,none,existing credits paid back duly till now,male single,27,7+ y.,unskilled resident,yes,4,own,car or other,less-than 100 cu,1,none,0 to 200 cu,0
575,2788,15,2,co-applicant,furniture or equipment,2,bank,critical account or other credits existing(not at this bank),female divorced or separated or married,24,4 to 7 y.,skilled employee,yes,3,own,car or other,less-than 100 cu,1,none,no checking account,0
576,2930,12,2,none,television or radio,1,none,existing credits paid back duly till now,female divorced or separated or married,27,4 to 7 y.,skilled employee,yes,1,own,real estate,less-than 100 cu,1,none,0 to 200 cu,0
577,1927,24,3,none,education,2,none,critical account or other credits existing(not at this bank),female divorced or separated or married,33,1 to 4 y.,skilled employee,yes,2,own,car or other,unknown or no savings account,1,yes,no checking account,0
578,2820,36,4,none,new car,2,none,critical account or other credits existing(not at this bank),male divorced or separated,27,less-than 1 y.,skilled employee,yes,4,own,car or other,less-than 100 cu,1,none,0 to 200 cu,1
579,937,24,4,none,requalification,2,none,existing credits paid back duly till now,male married or widowed,27,less-than 1 y.,unskilled resident,yes,3,own,car or other,less-than 100 cu,1,none,no checking account,0
580,1056,18,3,guarantor,new car,2,bank,critical account or other credits existing(not at this bank),male single,30,7+ y.,skilled employee,yes,3,own,real estate,less-than 100 cu,1,none,0 to 200 cu,1
581,3124,12,1,none,new car,2,bank,critical account or other credits existing(not at this bank),male single,49,less-than 1 y.,unskilled resident,yes,3,own,real estate,less-than 100 cu,2,none,0 to 200 cu,0
582,1388,9,4,none,furniture or equipment,1,none,existing credits paid back duly till now,female divorced or separated or married,26,1 to 4 y.,skilled employee,yes,2,rent,real estate,less-than 100 cu,1,none,no checking account,0
583,2384,36,4,none,repairs,1,none,existing credits paid back duly till now,male single,33,less-than 1 y.,unskilled resident,yes,1,rent,unknown or no property,less-than 100 cu,1,none,0 to 200 cu,1
584,2133,12,4,none,new car,1,none,existing credits paid back duly till now,female divorced or separated or married,52,7+ y.,management or self-employed or highly qualified employee,yes,4,for free,unknown or no property,unknown or no savings account,1,yes,no checking account,0
585,2039,18,1,none,furniture or equipment,1,bank,existing credits paid back duly till now,female divorced or separated or married,20,1 to 4 y.,skilled employee,yes,4,rent,real estate,less-than 100 cu,1,none,less-than 0 cu,1
586,2799,9,2,none,new car,2,none,critical account or other credits existing(not at this bank),male single,36,1 to 4 y.,skilled employee,yes,2,rent,real estate,less-than 100 cu,2,none,less-than 0 cu,0
587,1289,12,4,guarantor,furniture or equipment,1,none,existing credits paid back duly till now,male single,21,1 to 4 y.,unskilled resident,yes,1,own,building society savings agreement or life insurance,less-than 100 cu,1,none,less-than 0 cu,0
588,1217,18,4,none,household appliances,1,none,existing credits paid back duly till now,male married or widowed,47,1 to 4 y.,unskilled resident,yes,3,own,real estate,less-than 100 cu,1,yes,less-than 0 cu,1
589,2246,12,3,none,furniture or equipment,2,none,critical account or other credits existing(not at this bank),male single,60,7+ y.,skilled employee,yes,3,own,building society savings agreement or life insurance,less-than 100 cu,1,none,less-than 0 cu,1
590,385,12,4,none,television or radio,4,none,critical account or other credits existing(not at this bank),female divorced or separated or married,58,4 to 7 y.,unskilled resident,yes,3,own,real estate,less-than 100 cu,1,yes,less-than 0 cu,0
591,1965,24,4,none,new car,2,none,delay in paying off in the past,female divorced or separated or married,42,1 to 4 y.,skilled employee,yes,4,rent,car or other,unknown or no savings account,1,yes,0 to 200 cu,0
592,1572,21,4,none,business,1,bank,existing credits paid back duly till now,female divorced or separated or married,36,7+ y.,unskilled resident,yes,4,own,real estate,greater-than 1000 cu,1,none,no checking account,0
593,2718,24,3,none,new car,1,none,existing credits paid back duly till now,female divorced or separated or married,20,1 to 4 y.,unskilled resident,yes,4,rent,building society savings agreement or life insurance,less-than 100 cu,1,yes,0 to 200 cu,1
594,1358,24,4,none,other,1,stores,all credits at this bank paid back duly,male single,40,7+ y.,management or self-employed or highly qualified employee,yes,3,own,car or other,unknown or no savings account,1,yes,less-than 0 cu,1
595,931,6,1,none,new car,1,stores,all credits at this bank paid back duly,female divorced or separated or married,32,less-than 1 y.,unskilled resident,yes,1,own,building society savings agreement or life insurance,100 to 500 cu,1,none,0 to 200 cu,1
596,1442,24,4,none,new car,2,none,existing credits paid back duly till now,female divorced or separated or married,23,4 to 7 y.,skilled employee,yes,4,rent,car or other,less-than 100 cu,1,none,less-than 0 cu,1
597,4241,24,1,none,business,3,none,no credits or all paid,male single,36,1 to 4 y.,unskilled resident,yes,4,own,real estate,less-than 100 cu,1,yes,0 to 200 cu,1
598,2775,18,2,none,new car,2,bank,critical account or other credits existing(not at this bank),male single,31,4 to 7 y.,skilled employee,yes,2,own,building society savings agreement or life insurance,less-than 100 cu,1,none,no checking account,1
599,3863,24,1,none,business,1,none,delay in paying off in the past,male single,32,1 to 4 y.,skilled employee,yes,2,for free,unknown or no property,less-than 100 cu,1,none,no checking account,0
600,2329,7,1,guarantor,television or radio,1,none,existing credits paid back duly till now,female divorced or separated or married,45,less-than 1 y.,skilled employee,yes,1,own,real estate,less-than 100 cu,1,none,0 to 200 cu,0
